TradeID,Side,TimeUpdated,TradeStatus,Product,Qty,Price,Firm,Entitlement
1046,B,2016-01-20,Completed,Voolia,385,1393,Roodel,1
1047,S,2015-10-09,Completed,Mydo,236,1369,Devcast,1
1048,B,2015-12-15,Completed,Kazu,410,453,Blogspan,1
1049,B,2015-11-04,Completed,Fiveclub,106,179,Youspan,2
1050,S,2015-12-25,Completed,Gabtype,329,620,Zoomzone,1
1051,S,2015-12-14,Completed,Zoombox,297,787,Quamba,3
1052,B,2015-11-05,Completed,Tazz,232,962,Minyx,3
1053,S,2016-05-16,InCompleted,Meevee,227,1218,Thoughtstorm,3
1054,B,2016-07-17,Completed,Skyvu,119,772,Tazzy,3
1055,B,2016-03-30,Completed,Jaloo,73,789,Skimia,3
1056,S,2015-09-08,InCompleted,Jaxbean,364,329,Eabox,3
1057,S,2015-11-25,Completed,Divanoodle,376,617,Zoovu,3
1058,B,2015-11-30,InCompleted,Yoveo,443,755,Dabvine,3
1059,S,2015-08-31,InCompleted,Linktype,499,525,DabZ,3
1060,S,2016-07-17,Completed,Yodo,403,440,Voonyx,1
1061,S,2015-10-17,Completed,Trudoo,35,53,Digitube,1
1062,B,2016-05-27,InCompleted,Topiclounge,158,1264,Midel,3
1063,S,2016-06-17,InCompleted,Vidoo,135,1045,Tazzy,2
1064,B,2015-09-20,InCompleted,Twiyo,33,444,Zoozzy,1
1065,S,2016-04-28,InCompleted,Vinder,101,1331,Fliptune,3
1066,S,2016-08-02,InCompleted,Browsedrive,439,134,Yoveo,3
1067,B,2016-02-14,Completed,Bubblebox,22,167,Quatz,3
1068,S,2016-03-14,InCompleted,Youspan,57,720,Tambee,3
1069,S,2016-07-09,InCompleted,Rhynoodle,116,90,Gigabox,3
1070,B,2015-12-14,Completed,Skippad,424,574,Flashspan,1
1071,B,2016-01-09,Completed,Devshare,134,69,Vinte,1
1072,S,2015-12-30,Completed,Agivu,45,24,Quimba,2
1073,S,2015-11-05,InCompleted,Livefish,64,1346,LiveZ,3
1074,B,2016-08-11,InCompleted,Fatz,117,1445,Skyvu,3
1075,B,2016-05-15,Completed,Browseblab,321,548,Aimbo,3
1076,S,2015-11-23,Completed,Twimbo,108,990,Riffpedia,1
1077,S,2016-03-09,InCompleted,Aimbu,285,440,Lazz,2
1078,S,2016-05-09,InCompleted,Meedoo,103,883,Edgeify,3
1079,S,2015-09-09,Completed,Skyvu,377,266,Feedmix,1
1080,B,2016-08-25,Completed,Topicstorm,61,791,Riffpath,2
1081,S,2016-08-04,Completed,Quamba,432,718,Eazzy,2
1082,B,2016-07-24,InCompleted,Photojam,198,1510,Zoozzy,1
1083,S,2016-01-10,InCompleted,Brainbox,179,1331,Yakijo,1
1084,B,2016-06-10,Completed,Flipbug,243,622,Eabox,1
1085,B,2016-01-12,InCompleted,DabZ,310,1427,Fivespan,2
1086,B,2015-10-14,InCompleted,Einti,112,598,Tagchat,2
1087,S,2016-04-25,Completed,Meetz,364,1264,Voolia,3
1088,S,2015-12-26,InCompleted,Devshare,300,786,Feednation,1
1089,S,2016-08-22,Completed,Geba,120,140,Kare,3
1090,B,2016-05-22,InCompleted,Chatterbridge,304,927,Leenti,3
1091,S,2016-08-01,Completed,Nlounge,105,162,Thoughtstorm,3
1092,S,2016-08-19,Completed,Twitternation,75,167,Buzzbean,2
1093,B,2015-12-30,InCompleted,Bubblebox,469,555,Vitz,2
1094,S,2015-11-04,InCompleted,Voonder,335,305,LiveZ,2
1095,S,2016-05-31,InCompleted,Feedmix,254,686,Zoombox,3
1096,B,2015-10-31,InCompleted,Yadel,328,399,Blogpad,2
1097,B,2016-06-12,Completed,Edgepulse,463,1226,Vidoo,1
1098,S,2016-05-25,Completed,Edgewire,146,1469,Blognation,3
1099,S,2015-10-30,InCompleted,Gigazoom,354,324,Photobean,3
1100,S,2016-02-15,Completed,Izio,55,1241,Wikibox,2
1101,S,2016-03-18,InCompleted,Katz,187,1346,Jabbertype,3
1102,B,2015-12-19,Completed,Lajo,408,1275,Oyoloo,2
1103,S,2015-12-12,InCompleted,Brainsphere,46,252,Buzzshare,1
1104,S,2016-06-08,Completed,Aimbo,361,248,Zoozzy,3
1105,S,2016-06-17,Completed,Realmix,484,799,Muxo,3
1106,B,2016-01-23,InCompleted,Gigazoom,468,536,Eazzy,3
1107,S,2016-05-01,InCompleted,Aibox,225,1172,Dynabox,3
1108,B,2015-12-23,Completed,Eidel,285,947,Aivee,3
1109,B,2016-02-20,InCompleted,Zooxo,98,339,Thoughtmix,3
1110,B,2016-06-04,InCompleted,Zoombox,91,279,Ooba,3
1111,S,2016-05-12,InCompleted,Lazz,302,842,Thoughtmix,1
1112,S,2015-10-20,Completed,Gabcube,478,1378,Izio,1
1113,B,2015-09-18,Completed,Talane,443,380,Brainbox,2
1114,B,2016-05-20,Completed,Izio,193,345,Devpulse,3
1115,S,2015-09-09,Completed,Jazzy,290,689,Tagopia,2
1116,S,2016-02-10,InCompleted,LiveZ,471,551,Quimba,2
1117,B,2016-03-29,InCompleted,Photofeed,433,1256,Linktype,1
1118,B,2015-10-12,Completed,Flipbug,325,1102,Mita,3
1119,S,2016-08-11,Completed,Browsezoom,76,1509,Chatterbridge,3
1120,B,2016-02-03,InCompleted,Avaveo,324,1434,Meetz,1
1121,S,2016-07-27,InCompleted,Zoomcast,492,201,Voolia,2
1122,S,2016-04-26,Completed,Flipstorm,397,1248,Trilia,3
1123,B,2016-05-02,InCompleted,Quatz,63,339,Jazzy,3
1124,B,2016-06-03,Completed,Gabtune,201,1364,Skimia,1
1125,S,2016-07-12,InCompleted,Edgetag,379,412,Kwilith,3
1126,S,2016-08-10,InCompleted,Divape,369,1244,Vinder,3
1127,S,2016-04-15,Completed,Katz,111,825,Agivu,2
1128,S,2016-02-27,Completed,Babbleblab,170,1426,Bubblemix,3
1129,B,2015-10-13,Completed,Divanoodle,285,1519,Flashpoint,3
1130,B,2016-06-26,InCompleted,Blogspan,437,793,Photofeed,3
1131,S,2016-03-11,Completed,Skinte,189,1445,Trilith,1
1132,S,2015-11-30,InCompleted,Ozu,173,1410,Mynte,3
1133,B,2016-01-12,InCompleted,Wordware,422,911,Jamia,3
1134,B,2015-11-07,InCompleted,Feedfire,115,877,Katz,3
1135,B,2016-05-21,InCompleted,Mita,423,1384,Omba,1
1136,B,2016-08-06,Completed,Innojam,316,227,Blogtags,3
1137,B,2016-01-27,InCompleted,Buzzshare,91,931,Shuffletag,3
1138,B,2015-10-22,Completed,Topiczoom,437,1088,Podcat,2
1139,B,2016-07-15,Completed,Twinder,346,706,Izio,3
1140,B,2016-06-14,Completed,Ailane,493,1520,Eadel,2
1141,B,2015-12-31,InCompleted,Aibox,365,161,Eare,3
1142,B,2016-07-14,InCompleted,Meeveo,390,166,Dabvine,2
1143,B,2016-05-19,InCompleted,Quatz,452,506,Oodoo,3
1144,B,2016-03-04,InCompleted,Jatri,173,451,Skyba,2
1145,S,2016-05-08,InCompleted,Browsecat,340,1309,Gabtune,1
1146,S,2015-12-19,InCompleted,Browsetype,470,906,Voolith,3
1147,S,2015-11-07,Completed,Zoozzy,138,240,Quamba,3
1148,S,2016-06-23,InCompleted,Latz,389,939,Jetpulse,2
1149,S,2016-02-08,Completed,Muxo,113,958,Leenti,3
1150,B,2016-08-15,InCompleted,Voonte,440,1325,Yata,3
1151,S,2015-09-10,InCompleted,Yadel,320,132,Brainlounge,3
1152,B,2015-12-28,Completed,Nlounge,160,1322,Voomm,1
1153,S,2016-02-02,InCompleted,Livepath,132,1183,Divanoodle,3
1154,B,2016-01-04,InCompleted,Feednation,370,874,Cogibox,1
1155,S,2016-07-23,InCompleted,Tazzy,183,1111,Twitternation,3
1156,S,2015-09-10,InCompleted,Demivee,210,668,Vipe,2
1157,B,2016-02-19,InCompleted,Feednation,480,553,Yotz,2
1158,B,2015-11-02,Completed,Edgepulse,465,911,Browsezoom,3
1159,B,2016-07-21,Completed,Realbuzz,34,1071,Yozio,1
1160,B,2016-01-15,Completed,Ailane,114,841,Zoomdog,1
1161,B,2016-06-30,InCompleted,Zava,208,486,Wikizz,3
1162,B,2016-08-23,InCompleted,Rhynyx,247,1208,Tagpad,2
1163,S,2016-05-02,InCompleted,Talane,235,799,Dabtype,3
1164,S,2015-12-14,Completed,Yodel,495,1359,Chatterbridge,3
1165,S,2016-06-09,InCompleted,Photobean,470,92,Oyoloo,3
1166,S,2016-02-05,InCompleted,Browsebug,362,1345,Topiczoom,2
1167,B,2016-05-24,InCompleted,Camimbo,290,723,Ainyx,1
1168,B,2016-04-12,InCompleted,Miboo,68,1272,Blogtags,3
1169,S,2016-01-21,InCompleted,Miboo,115,573,Yodoo,2
1170,B,2016-04-27,InCompleted,Tazz,301,1255,Gabvine,3
1171,B,2016-05-20,Completed,Skalith,93,503,Gigashots,2
1172,B,2015-10-16,InCompleted,Flashpoint,140,946,Thoughtstorm,1
1173,B,2016-06-10,InCompleted,Edgeblab,353,620,Bubbletube,1
1174,S,2016-07-11,Completed,Voomm,13,102,Twinder,2
1175,S,2016-07-25,InCompleted,Jabbercube,53,492,Meevee,2
1176,B,2016-04-02,InCompleted,Roomm,247,752,Voonix,1
1177,S,2016-05-11,InCompleted,Jayo,136,934,Talane,1
1178,S,2016-01-09,Completed,Quatz,21,677,Brightbean,3
1179,S,2015-12-24,Completed,Topicware,455,1398,Jayo,3
1180,B,2016-04-02,InCompleted,Gigazoom,383,761,Chatterbridge,1
1181,B,2015-12-10,InCompleted,Tekfly,350,646,Gabspot,2
1182,S,2016-05-04,InCompleted,Midel,84,1510,Bubblebox,3
1183,S,2016-05-18,InCompleted,Tazz,165,1439,Podcat,2
1184,S,2016-08-27,InCompleted,Kare,421,35,Browsetype,1
1185,S,2016-03-15,Completed,Twinte,168,1409,Dabfeed,1
1186,S,2016-03-18,Completed,Livepath,341,1155,Dynabox,3
1187,S,2016-05-14,Completed,Muxo,353,1443,Twimm,3
1188,B,2015-09-04,Completed,Oyonder,91,1322,Meevee,3
1189,S,2016-02-04,Completed,Gigashots,198,855,Zoonoodle,2
1190,S,2016-01-21,InCompleted,Kazu,158,411,Wordpedia,1
1191,S,2016-02-13,Completed,Browsebug,232,539,Blogpad,1
1192,B,2016-02-17,Completed,Pixoboo,158,1153,Eidel,3
1193,S,2015-09-23,InCompleted,Brightbean,174,1377,Eare,3
1194,B,2016-04-13,InCompleted,Photolist,239,1071,InnoZ,1
1195,B,2015-10-02,InCompleted,Dazzlesphere,228,1003,Flashspan,3
1196,B,2016-06-30,InCompleted,Skynoodle,59,1112,Talane,2
1197,B,2016-03-17,InCompleted,Skinder,488,982,Miboo,2
1198,B,2016-08-13,InCompleted,Topicshots,196,871,Snaptags,2
1199,B,2016-02-11,Completed,Vinder,54,688,Kare,1
1200,S,2016-01-22,InCompleted,Kaymbo,275,902,Quaxo,2
1201,S,2015-09-12,InCompleted,Linkbuzz,373,8,Fatz,2
1202,B,2016-06-27,Completed,Mydo,427,475,Lazz,2
1203,S,2016-05-28,Completed,Meeveo,492,1476,Centizu,3
1204,S,2016-01-20,InCompleted,Thoughtbridge,453,732,Edgeblab,3
1205,S,2015-09-29,Completed,Thoughtstorm,86,638,Katz,3
1206,B,2016-07-18,Completed,Meedoo,286,429,LiveZ,3
1207,S,2015-12-17,InCompleted,Brainbox,273,1168,Zoovu,2
1208,B,2016-06-06,Completed,Demizz,468,508,Quire,3
1209,B,2015-09-13,Completed,Oyope,163,1047,Zoomdog,3
1210,B,2016-07-10,InCompleted,Voonyx,305,39,Zoomdog,1
1211,S,2016-05-10,InCompleted,Feedspan,121,1176,Ooba,3
1212,B,2016-08-20,Completed,Meejo,209,1389,LiveZ,3
1213,B,2016-01-14,Completed,Jamia,480,1020,Gabcube,2
1214,S,2016-08-10,Completed,Thoughtstorm,475,466,Tazzy,2
1215,S,2015-09-15,Completed,Izio,320,941,Flipopia,3
1216,B,2016-04-25,Completed,Mymm,373,1205,Rhyzio,1
1217,S,2016-06-18,InCompleted,Thoughtbridge,173,42,Voonyx,1
1218,B,2015-11-23,Completed,Jetwire,426,361,Layo,3
1219,S,2016-07-28,Completed,Centidel,125,749,Devpoint,2
1220,S,2016-06-09,InCompleted,Teklist,175,525,Innojam,3
1221,S,2015-12-06,InCompleted,Yodo,457,833,Devpoint,2
1222,B,2015-12-23,InCompleted,Wordpedia,36,1370,Vimbo,1
1223,B,2016-01-17,Completed,Brainlounge,195,607,Kwimbee,1
1224,S,2016-02-25,Completed,Thoughtworks,211,1237,Bubbletube,1
1225,S,2016-02-26,InCompleted,Centidel,359,385,Bubbletube,1
1226,S,2016-04-19,Completed,Brainbox,288,838,Tagpad,2
1227,B,2016-06-10,InCompleted,Brainbox,416,951,Brightbean,1
1228,B,2016-07-03,InCompleted,Bubblebox,373,1084,Skimia,2
1229,S,2016-01-04,InCompleted,Oyondu,63,941,Camimbo,3
1230,B,2015-08-31,Completed,Trilith,69,987,Jayo,2
1231,S,2016-05-22,Completed,Avaveo,227,242,Realmix,3
1232,S,2016-07-01,InCompleted,Edgeify,439,930,Realmix,1
1233,S,2016-08-17,InCompleted,Yotz,380,103,Photofeed,2
1234,S,2016-01-28,InCompleted,Plambee,159,58,Riffpedia,2
1235,B,2015-12-07,InCompleted,Kazio,164,1004,Bluezoom,1
1236,S,2016-06-21,InCompleted,Ntag,171,920,Wikido,3
1237,S,2016-07-03,Completed,Oloo,40,243,Livetube,3
1238,B,2016-02-08,InCompleted,Yacero,28,495,Tazzy,1
1239,S,2015-12-02,Completed,Innojam,310,1378,Dabshots,1
1240,B,2016-02-21,Completed,Realblab,216,1527,Aimbo,1
1241,B,2016-03-12,Completed,Leenti,146,1489,Jaxbean,1
1242,S,2015-12-15,Completed,Reallinks,488,817,Zoomlounge,3
1243,B,2016-05-04,Completed,Wordpedia,38,863,Kimia,2
1244,B,2016-02-06,Completed,Zava,475,53,Fadeo,3
1245,S,2015-11-26,Completed,Jazzy,244,1271,Oloo,2
1246,B,2016-08-09,Completed,Aimbo,418,858,Yambee,3
1247,S,2016-07-02,InCompleted,Centimia,495,189,Teklist,3
1248,B,2015-12-09,InCompleted,Tazzy,347,511,Trilith,3
1249,S,2016-02-10,Completed,Kimia,110,643,Yamia,3
1250,S,2016-04-10,InCompleted,Trilith,321,982,Npath,1
1251,S,2015-09-29,Completed,Youbridge,198,1345,Jazzy,3
1252,B,2015-10-12,Completed,Topiclounge,294,383,Tagchat,3
1253,S,2015-11-02,Completed,Midel,350,254,Realbuzz,3
1254,B,2016-02-01,InCompleted,Tagchat,273,223,Shuffledrive,3
1255,S,2016-08-05,InCompleted,Zoombeat,249,297,Ntag,2
1256,B,2015-12-16,Completed,Jamia,147,529,Shuffledrive,2
1257,S,2015-08-31,InCompleted,Flipopia,233,959,Roomm,2
1258,B,2015-09-19,InCompleted,LiveZ,176,622,Thoughtblab,3
1259,B,2016-01-17,Completed,Blognation,151,1503,Jetpulse,3
1260,B,2015-12-21,InCompleted,Jabbersphere,315,833,Eare,2
1261,B,2016-07-24,InCompleted,Centidel,148,1175,Feedbug,3
1262,S,2015-09-28,Completed,Jetpulse,297,267,Yakijo,2
1263,S,2015-10-18,Completed,Trunyx,341,1527,Skidoo,3
1264,S,2016-07-15,InCompleted,Edgeify,397,516,Skalith,1
1265,B,2016-08-21,InCompleted,Oyoba,382,506,Zooxo,1
1266,S,2015-09-23,InCompleted,Skipfire,5,1467,Kanoodle,1
1267,S,2016-06-28,Completed,Tagpad,151,781,Cogidoo,2
1268,B,2016-02-14,Completed,Wordware,415,947,Twitterbridge,2
1269,B,2015-12-19,Completed,Fivechat,120,237,Voolia,3
1270,B,2016-05-16,Completed,Avamba,13,143,InnoZ,2
1271,S,2016-03-20,Completed,Kimia,104,754,Quatz,3
1272,B,2016-07-18,Completed,Meemm,179,749,Voonte,1
1273,S,2016-05-30,Completed,Yambee,285,1206,Twitterlist,3
1274,B,2015-12-11,Completed,Kwilith,279,1363,Twiyo,3
1275,B,2016-05-26,Completed,Janyx,454,1253,Kamba,1
1276,B,2016-02-01,Completed,Skyvu,186,909,Oyope,2
1277,B,2016-04-13,InCompleted,Demivee,40,1081,Babbleopia,1
1278,B,2016-02-09,InCompleted,Zoomcast,31,1011,Youtags,3
1279,B,2016-08-06,InCompleted,Fivebridge,188,841,Meetz,3
1280,B,2016-01-28,Completed,Dynazzy,24,530,Skimia,3
1281,S,2015-11-17,Completed,Oloo,404,113,Brainsphere,1
1282,B,2016-02-02,InCompleted,Skyndu,456,1022,Ozu,1
1283,B,2015-11-16,InCompleted,Feednation,229,969,Zoonoodle,3
1284,S,2016-03-08,InCompleted,Thoughtsphere,46,725,Rhyzio,2
1285,S,2016-03-06,InCompleted,Skimia,259,747,Voomm,1
1286,B,2016-03-19,Completed,Wikido,159,189,Devbug,3
1287,B,2015-10-24,InCompleted,Voonder,439,72,Kazu,3
1288,S,2016-01-13,Completed,Kayveo,180,1266,Photojam,1
1289,B,2015-12-28,InCompleted,Zoozzy,53,683,Tambee,3
1290,S,2015-12-23,Completed,Browseblab,168,555,Topicstorm,3
1291,S,2015-09-27,Completed,Aibox,18,1512,Youspan,2
1292,S,2016-07-05,InCompleted,Ailane,204,217,Linkbridge,1
1293,S,2016-04-13,Completed,Muxo,394,92,Camimbo,1
1294,S,2015-11-09,InCompleted,Demizz,31,1030,Brainsphere,3
1295,S,2015-12-17,InCompleted,Quire,377,200,Youspan,3
1296,S,2015-09-03,Completed,Twitterbeat,295,1479,Thoughtmix,3
1297,S,2015-09-09,InCompleted,Skiba,125,1538,Katz,3
1298,B,2016-03-16,InCompleted,Meeveo,365,653,LiveZ,3
1299,B,2015-10-22,Completed,Wordpedia,12,286,Wikizz,3
1300,B,2016-01-12,InCompleted,Gabtune,44,425,Mymm,3
1301,S,2015-09-11,Completed,Vinder,292,771,Jabbercube,3
1302,S,2016-02-17,Completed,Chatterpoint,341,1040,Flashset,2
1303,S,2015-11-08,InCompleted,Dynava,425,854,Quimm,2
1304,B,2015-09-19,Completed,Youbridge,9,981,Trudoo,3
1305,S,2015-12-30,Completed,Leexo,395,262,Rhynyx,1
1306,B,2015-10-24,InCompleted,Chatterpoint,192,1333,Geba,1
1307,S,2016-06-05,InCompleted,Tavu,500,679,Roombo,1
1308,S,2015-12-13,Completed,Kamba,328,1491,BlogXS,3
1309,S,2015-12-12,InCompleted,Tazzy,211,611,Demimbu,1
1310,B,2016-05-25,InCompleted,Talane,100,171,Riffpath,1
1311,S,2016-03-26,Completed,Eayo,396,1138,Vinte,3
1312,B,2015-11-02,Completed,Flipopia,222,1516,Rhycero,2
1313,S,2016-03-12,InCompleted,Wordpedia,101,1274,Talane,3
1314,B,2016-06-19,InCompleted,Aivee,137,5,Babbleopia,3
1315,B,2016-06-27,InCompleted,Pixonyx,24,651,Rhynoodle,3
1316,S,2015-09-18,Completed,Rhynyx,467,345,Tekfly,3
1317,B,2016-03-21,Completed,Abata,267,1232,Twitterwire,1
1318,B,2016-01-10,InCompleted,Ooba,25,4,Edgewire,2
1319,S,2015-09-04,InCompleted,Jetpulse,321,807,Quinu,1
1320,B,2016-07-27,Completed,Rhyloo,369,1469,Twinte,3
1321,B,2016-04-08,InCompleted,Photofeed,43,1435,Topicshots,1
1322,B,2015-12-06,InCompleted,Innojam,312,1011,Shuffledrive,3
1323,B,2016-02-23,Completed,Thoughtbridge,191,576,Twinte,2
1324,S,2016-08-07,Completed,Divavu,54,1262,Zoovu,3
1325,S,2015-12-18,InCompleted,Wikizz,358,866,Jaloo,3
1326,B,2015-11-14,InCompleted,Browsezoom,55,1275,Rooxo,2
1327,S,2016-05-19,Completed,Topicstorm,392,1254,Yakidoo,3
1328,S,2016-08-04,InCompleted,Quinu,413,1238,Edgeblab,3
1329,B,2016-07-30,InCompleted,Snaptags,16,307,Twitterbeat,3
1330,B,2015-12-29,InCompleted,Oyope,296,924,Mybuzz,2
1331,S,2015-12-30,InCompleted,Flashdog,206,1253,Eadel,2
1332,B,2016-04-12,InCompleted,Mynte,445,975,Mydeo,3
1333,B,2016-06-08,InCompleted,Youbridge,82,683,Kimia,3
1334,B,2015-09-29,InCompleted,Edgeify,475,519,Trilith,2
1335,B,2015-09-24,Completed,Ozu,193,770,Zoombox,1
1336,B,2015-09-22,InCompleted,Twimbo,337,804,Jabberbean,3
1337,B,2016-02-20,Completed,Ailane,249,1410,Eazzy,1
1338,B,2016-07-30,InCompleted,Bluezoom,201,657,Skipstorm,2
1339,S,2016-01-26,Completed,Photobean,395,1118,Thoughtsphere,3
1340,B,2015-09-26,Completed,Vimbo,302,673,Ooba,3
1341,S,2015-09-24,Completed,Eare,482,122,Yata,3
1342,S,2015-11-14,InCompleted,Zooveo,365,20,Trilia,2
1343,B,2015-12-26,Completed,Plajo,234,1390,Miboo,2
1344,B,2016-07-09,InCompleted,Mydo,118,582,Oyoloo,1
1345,B,2015-09-26,Completed,Gabtune,164,1054,Browsebug,1
1346,B,2015-11-27,Completed,Voolia,488,435,Wikibox,2
1347,B,2015-10-21,Completed,Thoughtblab,160,473,Divape,3
1348,B,2016-05-26,Completed,Devpoint,416,722,InnoZ,1
1349,B,2015-12-10,InCompleted,Jabberbean,283,774,Shufflebeat,3
1350,B,2015-09-29,InCompleted,Thoughtmix,418,840,Midel,1
1351,B,2015-10-10,InCompleted,Oyope,124,647,Kaymbo,3
1352,B,2015-10-18,Completed,Tagtune,407,881,Jazzy,1
1353,B,2016-04-17,Completed,Einti,281,435,Rhyzio,2
1354,S,2015-09-27,InCompleted,Skyba,17,386,Viva,1
1355,B,2016-06-21,Completed,Thoughtblab,362,1358,Realblab,2
1356,S,2016-03-07,Completed,Eazzy,50,1015,Shuffledrive,3
1357,S,2016-06-12,InCompleted,Yabox,265,1521,Skipfire,3
1358,B,2016-02-13,Completed,Tagchat,281,189,Demimbu,2
1359,S,2016-08-09,Completed,Quatz,482,240,Skinix,3
1360,S,2016-02-24,Completed,Oyonder,460,701,Aimbo,3
1361,B,2016-01-22,InCompleted,Tavu,288,1083,Yabox,3
1362,S,2016-06-22,InCompleted,Lazz,443,884,Gigaclub,2
1363,S,2015-09-23,InCompleted,Yakitri,249,102,Wikivu,2
1364,B,2016-02-28,InCompleted,Riffwire,214,300,Feedbug,1
1365,B,2015-11-28,Completed,Voonte,417,128,Miboo,1
1366,S,2015-12-02,Completed,Quatz,302,1059,Fivespan,3
1367,B,2016-02-13,InCompleted,Trilia,23,1146,Skibox,3
1368,S,2016-08-18,Completed,Meetz,310,534,Jaxworks,1
1369,S,2016-02-27,InCompleted,Zazio,479,463,Voomm,3
1370,S,2016-05-12,Completed,Vimbo,83,676,Talane,3
1371,S,2015-09-11,Completed,Wikibox,64,1399,Lazz,1
1372,B,2016-07-02,InCompleted,Oyonder,451,175,Eazzy,3
1373,B,2016-05-30,InCompleted,Kazio,272,522,Oyondu,1
1374,B,2015-09-08,Completed,Plambee,252,1022,Geba,3
1375,B,2015-09-11,Completed,Realblab,433,1117,Eidel,2
1376,S,2015-10-01,Completed,Topiclounge,377,1313,Buzzster,2
1377,B,2016-03-12,Completed,Tagcat,145,1318,Skiptube,2
1378,S,2016-01-16,Completed,Eare,63,137,Edgeblab,2
1379,S,2016-04-07,InCompleted,Dynava,451,1050,Fanoodle,2
1380,B,2016-06-30,Completed,Skiptube,243,666,Pixoboo,3
1381,B,2016-03-09,InCompleted,Thoughtblab,386,377,Quatz,2
1382,B,2016-02-15,InCompleted,Meemm,122,283,Dabvine,2
1383,B,2016-07-22,InCompleted,Meejo,319,424,Flashspan,1
1384,S,2015-10-19,Completed,Riffpath,487,177,Jetpulse,2
1385,S,2015-12-29,InCompleted,Eadel,390,291,Photospace,2
1386,S,2016-06-12,Completed,Pixope,112,520,Pixonyx,2
1387,S,2016-02-13,Completed,Eamia,274,49,Rhynoodle,3
1388,S,2015-10-19,Completed,Youopia,200,638,Skynoodle,3
1389,S,2016-02-01,Completed,Yodoo,34,1062,Realblab,2
1390,B,2016-08-22,Completed,Aivee,231,1133,Layo,2
1391,B,2015-12-02,InCompleted,Flashspan,451,409,Fiveclub,3
1392,S,2015-10-06,Completed,Meevee,469,48,Devpulse,3
1393,S,2016-02-26,InCompleted,Fatz,359,436,Ailane,2
1394,B,2016-03-03,InCompleted,Muxo,338,97,Skilith,3
1395,B,2016-06-10,InCompleted,Edgetag,57,1170,Feedspan,3
1396,S,2015-11-10,Completed,Dabfeed,76,221,Browsetype,2
1397,B,2015-10-13,InCompleted,Thoughtstorm,199,757,Oba,2
